8265 8269
4190 7737 2
4473 6366 2
7658 7846 3
5774 6425 1
2631 2782 1
3970 4125 1
7353 8016 2
3023 3433 3
5887 7446 2
1654 2112 1
2048 4446 3
7211 7473 2
7659 7897 2
7949 8230 2
4139 7131 1
6614 7051 3
1331 1391 2
8101 8155 1
2657 7124 3
5674 7169 2
269 1534 1
564 3516 1
3568 5140 2
974 1487 2
5418 5903 3
4919 7957 3
6163 7479 3
4405 6252 1
6615 7095 2
422 8097 3
4844 6191 1
4162 6201 3
5092 7531 3
5567 7918 1
1619 4151 3
2911 3517 3
5553 7262 3
1648 8202 2
4392 6115 3
1862 6085 3
7020 8208 3
5245 8142 2
4091 5367 3
146 5818 3
907 6316 2
5376 8171 3
6259 6346 3
2749 6330 3
3439 6732 1
6530 7376 3
330 4580 1
1058 2830 1
1440 2118 3
2958 5275 3
3291 4525 3
601 5465 2
6102 7865 1
3284 5816 3
4099 6049 2
7577 8047 3
1703 7405 2
6126 7687 1
3677 6841 3
5292 5744 2
2612 4111 1
7444 7913 3
7049 8258 1
7816 8232 1
2861 4784 3
3902 4131 2
6975 7546 2
7776 7807 2
516 6757 2
4372 6854 1
2459 3193 2
5963 6349 1
7347 7356 1
423 5111 2
6518 7315 2
6981 7686 3
957 6544 1
3789 6734 1
1267 6326 1
6675 7672 1
7713 7759 3
3571 4333 1
2155 6692 1
1204 3637 2
5154 6627 2
4554 4618 3
6738 7765 3
7615 7680 2
7699 7735 3
3711 4540 3
5703 7619 1
4838 7240 1
7633 7884 3
6577 7106 2
1159 3563 1
3889 6509 1
2313 7439 2
1486 6201 1
5713 6664 3
848 3631 1
7014 7096 3
4252 6678 1
5969 6389 1
2881 4992 2
3136 7249 2
2544 3917 3
7946 8011 2
1308 6000 3
520 4658 3
4127 5067 2
8045 8262 1
3064 4886 2
2375 8006 2
6666 8206 1
475 2006 2
6156 6762 2
7796 8090 2
1326 2694 3
272 4062 2
5885 7568 3
2484 5010 3
2451 5794 2
2931 5376 2
1012 4897 1
4518 7810 1
3757 6326 2
2459 4502 2
3701 4579 1
7398 7439 2
7047 7152 1
1991 4174 2
5570 8192 1
4098 7776 1
3234 7548 2
3099 6268 3
2197 2632 1
3660 5832 3
120 3912 2
2749 3432 1
1451 8226 3
7901 8085 2
3562 4950 1
7686 8250 1
1591 3243 1
7661 8228 3
3623 4663 3
7199 7534 1
1481 8209 2
811 6771 1
5030 7852 3
1323 7117 1
6257 7609 3
944 3896 3
7012 8077 1
5633 7291 2
6257 7954 1
4891 8187 3
5927 6583 2
6421 6455 3
2027 3720 1
6115 7547 1
2143 3208 2
122 4733 3
660 2158 2
2400 7054 1
7287 8019 1
3027 3705 1
283 7102 2
2225 7931 3
1220 2154 2
2964 8102 3
372 1403 2
5392 7240 2
6070 6564 2
5011 6965 2
4365 4411 1
3401 4724 1
7451 7585 2
7231 8152 3
208 6826 2
1157 4914 2
2150 5195 3
5968 7017 2
8060 8117 3
5200 5256 1
7340 7986 3
5348 6525 1
6168 7684 1
1265 7675 1
2515 6472 1
2955 5234 3
2292 3594 2
4252 4517 3
3305 7274 2
7542 7851 3
5327 6416 2
410 5912 3
4179 5953 2
6833 8067 1
406 520 1
2359 3659 2
2513 4079 2
5995 7945 3
321 1006 2
5269 7275 3
1775 6621 1
3766 5286 2
216 7780 1
2578 7786 2
4119 8012 1
5542 7509 2
1063 2805 3
4621 4863 3
213 6067 2
1355 6883 2
2389 5486 1
7161 7478 3
3362 5551 3
158 2452 1
508 3446 3
6920 7346 3
6445 7592 2
6727 7931 3
823 3823 2
2676 8163 3
2033 4986 3
8042 8143 3
4262 7688 3
8253 8256 3
779 1760 2
3550 6863 2
2832 8153 1
5051 5995 1
5603 6381 3
1844 4677 2
5901 7981 2
8065 8243 2
2659 6705 1
6265 8017 3
5263 5499 2
1148 6050 2
1062 2595 1
4916 7619 3
7834 7989 1
753 2275 3
3694 7418 1
222 3083 3
4198 4561 3
3957 5487 3
7610 8100 2
4293 4893 1
2170 6305 2
7839 8077 1
8144 8218 3
4193 5839 2
5756 7612 2
5731 7005 3
1778 6198 1
5720 8026 2
4387 5988 2
4121 4894 2
883 6987 2
6996 7539 3
5965 7314 3
5368 7165 2
680 1089 1
3028 3265 3
6671 7195 3
1559 7904 2
5662 7074 1
6791 7013 1
7035 7977 3
4187 5956 2
2191 5942 1
6561 6812 2
857 7401 3
2678 7198 1
6566 8095 3
931 5938 3
728 5414 1
5722 6524 2
1124 2280 3
7442 7950 2
4504 4854 2
428 3723 3
3942 4412 2
6903 7074 2
4533 8137 2
4041 4836 1
3545 6889 3
8151 8202 3
5185 6859 2
1645 3316 2
6094 6699 2
8128 8177 2
11 415 2
5560 7222 1
1397 4728 2
8038 8103 1
4443 8225 2
6322 8137 2
90 7657 2
1539 7176 2
3229 7930 1
2890 5744 3
5495 6200 1
2000 2003 2
5735 5888 3
5262 7001 2
1971 4271 3
3783 4061 3
5742 6692 1
693 3693 2
5002 5035 2
3236 3537 3
3472 7209 1
2694 3881 2
6396 7023 2
1297 6241 2
1919 2713 1
7063 7831 2
8221 8258 1
3392 5142 2
2834 5453 3
4059 5002 2
3411 7365 2
2367 4333 2
436 5848 2
2305 4187 1
5378 6065 3
8186 8210 3
5893 6490 1
4818 7197 1
2733 7094 1
217 2794 2
7753 8220 1
3960 4071 1
1488 7263 2
8179 8257 3
6593 6962 1
5056 5443 1
2270 7849 2
3528 6619 1
5873 8181 3
7851 8016 1
4163 6100 3
6837 7844 3
204 6210 2
6919 7197 1
5314 7356 2
2078 5182 3
2962 3266 1
7808 8154 3
5843 7378 3
3975 5116 1
4761 7111 3
1082 7688 2
4461 7814 1
7733 8050 3
1233 2539 3
8161 8210 2
3743 7880 3
7873 8012 3
529 5430 1
6636 8189 1
1786 8148 2
4087 4846 2
4655 7553 1
4647 6043 1
7245 7868 3
189 873 2
1791 4415 1
6075 7908 2
6631 7682 3
6734 7148 3
255 332 1
4036 5980 3
7941 8195 3
1431 2737 2
6956 7341 3
2150 2850 1
7113 8126 1
1567 7732 3
447 4614 1
2505 4260 2
1164 1280 3
2558 7882 2
3107 8248 2
4373 6655 2
3908 7532 2
4001 5329 1
1067 8117 1
4173 6719 3
4616 6881 1
4635 7964 2
2493 4410 1
5906 7033 3
1407 6845 2
5844 7801 3
3765 3831 1
143 5606 1
2317 4979 1
6587 7125 3
7590 7972 3
1385 6843 3
6961 8106 1
3006 6237 3
3842 8169 2
7731 8218 1
7702 7971 1
2674 5849 2
7741 8072 1
4769 7554 3
7486 7602 3
1261 6829 1
5577 7105 1
3305 5494 1
1471 8201 3
2588 2693 1
8073 8169 1
1623 2475 2
4794 7810 2
3452 7809 1
2061 4015 3
6983 7041 3
3304 4215 3
1705 7814 2
8050 8111 2
6513 6964 1
2765 5696 1
958 5117 1
5143 5706 1
8209 8243 3
993 2288 3
1794 6183 2
5972 6570 2
1089 4430 3
8187 8194 1
7652 8022 3
3710 4837 1
2099 7083 2
6261 7818 2
3114 7053 1
6864 7546 1
1457 7022 3
1745 6317 3
699 5262 1
7570 8222 1
4608 7648 3
8071 8224 2
5564 6864 2
6378 6819 3
1124 3472 2
164 810 2
5760 7583 2
3280 7809 2
3046 6792 2
7172 8146 3
1910 6530 1
6556 8070 3
7067 7411 1
93 1376 3
3094 5453 3
5608 7063 3
2441 4055 3
5567 7154 2
1155 3436 1
5519 7902 1
6569 7332 2
6963 7166 1
5348 7592 3
4526 6767 1
2152 6788 2
6812 8206 2
2951 4436 3
3680 5870 3
7201 7423 3
3122 3831 2
819 8154 1
7095 7728 2
3268 5855 2
1697 3742 1
2421 3923 1
3627 5046 1
2612 3339 2
3484 7425 2
3441 6556 1
4185 5733 3
6500 8130 2
7192 7303 2
6882 7363 3
1785 2703 1
1565 5500 3
2250 6421 1
7549 7778 2
6372 8258 3
4642 7983 2
3947 8205 2
1652 2358 3
1479 5931 2
3710 7342 3
7819 8196 2
6587 6656 1
2459 5924 3
1405 1543 2
6241 7343 1
4414 5433 1
6133 7210 2
4863 6529 2
3888 4869 1
6158 6568 2
7905 8157 3
7908 8022 1
1431 3118 3
760 7888 1
7307 7505 2
1375 2744 3
4722 8096 2
4042 5473 2
2241 7822 3
6847 7677 2
8058 8144 2
7491 7890 2
7542 8070 3
532 3915 3
5903 6064 2
184 3433 1
7201 7309 3
6735 7233 1
1135 4622 3
1201 2455 3
2042 2428 1
3065 7777 2
10 997 2
1537 7449 1
812 6555 1
8220 8246 1
1773 7882 3
4596 7040 1
5713 7359 3
2821 7048 1
240 4725 1
4287 8226 2
45 3977 3
3475 4313 2
3553 5802 2
2184 6465 3
2659 6457 1
2095 4448 2
1581 6707 2
2908 8162 2
1218 2645 3
1893 2584 1
7066 7349 3
5305 7740 2
3069 6671 2
880 6472 2
3821 5484 3
4921 7848 3
5622 6555 1
4989 7708 2
5253 8049 2
4378 7512 3
6225 7034 2
447 5661 2
1708 4955 3
3033 7310 2
147 593 1
2361 5078 3
4919 8160 1
72 4885 1
912 4020 2
6420 7503 2
4369 4831 3
2931 7863 1
7430 7696 3
3185 4352 3
2636 4891 3
1959 5442 3
4037 7748 1
2999 5951 3
6829 7036 2
1562 1693 2
5340 7694 1
5796 6030 3
1237 2389 3
5424 6320 1
3615 5871 3
4721 8000 3
6795 6833 2
2338 3868 2
7648 8234 2
7135 7634 3
6186 6560 3
7907 8137 3
7158 8013 2
3251 5768 2
1167 6071 3
4601 4889 2
1363 6047 2
1308 1787 1
2034 6765 3
459 2314 1
5850 6222 1
3492 4742 3
7516 7977 3
51 6195 3
320 6383 1
6361 7523 2
2722 3151 2
8263 8263 3
6165 6232 2
5480 6365 1
5396 8032 1
4816 5702 2
2452 7230 1
3886 6970 1
2466 3153 2
5902 7323 1
7047 7648 2
1506 3658 1
5573 8251 3
5963 6372 3
2706 6313 1
6523 6620 3
2645 5177 3
4446 4783 3
4661 5210 2
7956 8247 2
2982 3761 3
3109 4717 1
5884 6751 3
2712 2760 1
6969 7715 1
4241 4704 2
1868 7744 1
5434 6160 3
262 1260 1
1870 4061 1
4343 5848 3
3839 7571 2
4120 7307 3
4495 4818 3
1879 7160 2
1501 6855 1
2196 5588 2
2116 6171 2
7338 7945 3
1991 5747 1
757 7514 3
2219 4193 3
2892 3118 2
7736 8054 1
7360 8119 1
5622 6426 1
6187 6403 1
3646 6609 3
2671 6025 2
4385 5281 3
4689 7663 2
7346 7453 1
3495 7144 3
7580 8259 2
7514 7863 1
4116 5472 2
930 3372 1
2539 8254 3
1106 4651 1
3741 8077 2
2649 3470 2
3266 4108 2
498 6343 3
272 7620 1
8244 8250 3
5247 5543 1
7986 8189 2
3445 4632 3
4820 6274 2
2114 6751 3
3386 4787 2
615 1017 2
7049 8263 2
7941 8222 2
2314 4780 2
1613 7640 3
6341 6710 1
2998 4749 2
1485 4701 1
1979 2316 1
6211 7054 2
4128 5424 1
5011 6567 1
6318 7980 3
3187 3866 3
3163 3909 2
5799 7444 3
6715 7805 1
477 8107 2
3405 3782 2
1328 1585 1
5305 6128 2
2878 6576 2
848 5960 1
3146 6508 2
3201 6269 1
5828 6657 1
6827 8193 3
2077 5169 3
4490 6979 2
8162 8252 2
5999 7590 3
2997 3221 2
1953 7040 3
5322 7717 2
6765 7623 3
469 7885 1
600 2915 1
1122 3889 1
3975 6531 3
1926 6302 3
3235 7987 1
6486 7650 1
7986 8256 2
1577 4270 2
2978 5157 3
1826 5116 1
3249 4486 3
653 2527 1
963 1287 1
91 553 3
5010 6720 1
2508 6624 2
5351 6392 1
6935 7553 3
419 3230 1
5544 5811 3
6365 7588 2
646 4359 2
7942 8197 3
2564 7778 3
1073 7607 2
279 2077 2
2186 7254 1
318 5161 1
8004 8008 1
5542 7461 1
4454 7420 3
2298 6124 1
6061 7720 2
7704 8126 1
8259 8260 3
6439 8234 1
934 1698 3
1240 2026 3
7132 7229 3
3626 6964 1
3486 7303 1
5130 6040 3
3801 7162 1
5076 7260 1
6094 7379 2
5086 6602 1
2189 2899 1
2922 3256 3
7594 7983 1
7062 7514 1
3507 7562 3
2326 3959 3
4468 5009 3
2245 2250 3
6856 8200 2
5192 7683 1
7790 7857 2
5781 8157 1
3559 4773 1
1591 5317 2
4121 5095 2
5496 8226 3
8054 8197 1
5440 7591 2
370 400 2
5154 7170 2
4303 5224 2
5658 7701 3
4449 7910 1
1173 7552 1
7965 8107 2
1680 3510 2
4431 7189 1
6891 8047 3
5188 8165 2
7610 7739 2
4534 6618 3
5057 5301 2
5331 5551 2
7825 8035 2
7160 7356 2
5114 6926 2
7167 7577 1
1333 2680 3
7775 8084 1
342 7333 1
6139 7899 3
23 5785 2
4397 4501 3
7913 8023 1
6824 7311 3
497 1937 3
809 7186 3
7752 7945 3
4773 6809 3
932 3973 2
5334 5930 2
7352 8224 3
21 3760 2
6306 6814 1
1314 3318 3
4856 5578 3
7854 8250 2
3755 7695 3
6137 7780 3
1421 7130 3
927 2845 2
3322 6333 3
2744 7806 2
4091 6551 1
1667 7785 3
4731 7266 2
7658 7701 1
3528 4436 2
6769 7102 3
1789 7175 1
1605 1899 3
6590 7941 1
3813 5889 2
7708 8127 2
6413 7243 2
5642 6569 3
4162 5378 2
5715 7695 2
7113 7566 3
5707 6949 1
801 1166 2
6678 7859 3
6733 7734 2
1593 5679 1
7742 7978 2
3251 6439 1
2856 4598 2
591 2307 3
5679 6044 3
1659 2889 3
1764 1971 2
2331 5127 3
2443 5656 2
2211 2275 1
6830 7844 3
3304 6631 2
2359 3498 1
3227 4645 3
953 6036 2
3121 3171 2
4603 6945 3
8011 8221 2
2423 7971 2
428 5583 3
31 6737 1
6686 7873 2
2735 8152 2
1460 6409 2
5112 5626 3
8078 8226 2
4966 7124 1
2630 2794 3
4185 7188 2
2882 6989 3
3274 5753 3
72 1725 1
6412 6718 3
8221 8238 2
6577 7524 2
8117 8148 1
6475 7939 3
2430 5119 2
3425 7049 1
3284 3702 3
7670 7934 3
6439 7614 1
7747 8241 2
2419 7690 3
6428 7855 2
6539 7741 1
4036 4754 3
2725 3037 2
6039 6848 3
332 2709 2
2940 7925 3
7252 7778 3
3127 6728 3
4529 5064 3
4916 7119 3
5020 5789 3
1118 4631 1
2052 2519 1
2191 4943 1
7439 8208 1
6701 7359 1
157 4966 1
6959 7437 1
7472 7729 2
2003 6690 2
1517 6551 2
5579 6668 3
7362 7757 1
2224 6125 1
834 1699 1
4521 7783 3
1734 5514 1
4556 6759 3
4813 6723 1
2732 7470 2
6564 6770 3
352 3114 3
5686 7969 1
3443 5614 3
5091 6181 3
4619 7555 1
5250 6599 1
332 5522 3
6694 7625 2
5085 6757 3
2711 3530 1
6402 7231 2
2235 4981 2
8106 8222 2
704 7754 3
7704 7747 3
1057 6998 1
7168 7567 3
2627 5096 2
205 876 1
2961 4093 3
2785 4551 3
4969 5540 1
2915 4457 1
2654 8125 2
2329 7900 2
487 4233 2
3089 7651 2
5654 8068 2
8112 8249 1
310 4758 3
5501 5821 2
1097 7575 1
6522 8194 3
7762 7901 3
67 1119 3
4325 4959 3
6311 7482 3
5916 7223 2
6453 6597 1
6026 6676 3
6148 7056 3
6888 7528 1
731 7059 2
6411 8114 3
2849 6012 2
4119 7223 2
7099 8060 1
1593 4573 3
428 7884 1
854 8226 2
6448 8237 1
5921 8092 1
4268 5998 3
7573 8264 1
51 3105 1
7779 8093 3
6793 7975 2
738 6215 2
3856 6456 2
4728 5550 3
2239 5843 2
3008 7964 1
4218 6359 2
1997 3427 3
1264 4455 2
3620 5727 3
165 7406 1
2896 5365 3
1274 2804 1
3600 5415 2
1539 3953 2
3661 4204 1
2865 5821 3
7609 7874 1
6805 7274 1
1727 2742 1
892 1027 1
1450 4786 3
6377 6878 1
6897 7684 2
4035 4400 1
7427 7820 1
5199 5742 1
5628 6115 3
1027 3486 2
4140 5233 3
5493 7338 3
6967 7207 1
7270 7602 3
7313 7651 1
2849 5804 3
1742 6848 3
6032 6216 2
6879 7090 2
5678 6854 2
490 3639 3
8134 8203 2
8168 8247 3
2212 5716 2
4475 4630 2
156 4353 2
7276 7359 3
4843 8238 3
7544 7656 3
1797 3827 1
3038 6786 2
2179 4294 2
3254 4242 3
6549 7754 2
3955 7946 3
3611 7601 2
795 1500 2
5808 8093 2
6694 7997 3
7466 8065 2
2736 6376 1
6357 6403 1
4320 7626 2
6761 7551 2
702 4113 1
1745 5449 2
71 406 2
1192 3394 1
3577 6303 2
4567 4858 3
1686 6331 2
3958 4828 1
3862 7629 1
6594 7081 1
8129 8138 3
4480 5432 1
6158 7378 1
3992 5544 2
5516 7020 2
6683 7616 3
7142 7797 1
2101 6138 1
3236 4948 2
3399 6624 1
1366 7504 3
806 7355 1
4906 5216 1
3453 7686 2
4478 6557 1
3603 4898 1
1678 6974 3
7242 7865 2
1953 5593 3
335 7908 3
1133 4589 3
5223 7006 2
570 714 2
4385 7178 2
5686 8158 2
4198 7114 1
6243 6297 2
7634 7845 1
861 5754 3
3822 7468 3
1586 3960 2
2640 7613 3
5775 6426 1
3710 7091 1
8060 8180 1
3276 3278 2
6552 7094 2
2290 4082 2
5488 6742 1
5707 7572 1
134 7460 3
2724 4666 3
2222 8198 1
4522 5143 3
1405 7489 3
6686 6759 1
2262 3078 1
8157 8235 2
4087 7730 2
3395 6868 3
8239 8264 3
1765 3720 2
5535 6330 1
3622 6275 3
4805 5163 1
493 5416 2
1184 6031 1
8101 8101 3
2081 2398 3
2807 7249 2
3205 3228 2
6256 7275 1
2403 7938 1
7890 8264 3
5160 6070 3
567 2107 2
1488 1707 1
2439 7122 2
6299 7880 1
6139 6603 1
1213 3889 2
5086 8240 3
6568 6817 2
2027 5177 2
2020 6391 2
7334 7601 1
4717 7158 1
1307 5092 2
3640 6456 3
3668 5277 2
485 5921 3
7021 7228 2
4843 6268 1
2857 3477 3
7642 7758 3
4774 5692 2
4887 4981 2
297 5188 2
2043 5593 3
3398 4591 2
4553 8097 3
5603 8076 2
6250 7136 2
7289 8178 3
165 6740 2
3352 6222 1
6330 7097 1
6588 7448 3
3803 7395 1
132 6741 2
6629 6838 2
3922 5784 3
7929 7940 3
5210 5886 3
2973 7989 3
531 6015 2
6319 6636 1
8243 8265 3
5060 5415 1
2871 6685 3
7186 7381 2
1591 4709 1
2282 6378 3
1743 2178 2
2089 6610 3
1517 5893 2
6633 7152 3
4622 7683 1
8060 8089 2
1118 8013 2
3999 5327 3
5211 8126 3
2036 7060 3
8073 8187 2
271 2163 2
7536 7771 3
858 3610 3
5836 5850 1
281 954 2
2282 7138 2
2442 4124 1
491 6439 1
3103 7362 2
5727 6471 3
3384 7557 2
685 1255 3
4662 7641 1
5725 7640 3
6273 7315 3
7830 8062 1
4562 7384 1
3506 7035 1
5930 6871 1
6427 8160 2
5877 7480 2
1008 7744 3
4150 7503 2
4468 4900 2
5172 7158 1
2140 6049 2
8144 8229 3
7852 8105 1
6609 7494 1
5785 7161 1
3634 4170 3
2928 5310 3
1557 2288 2
5670 6719 3
7959 8018 2
3981 7641 3
5977 7813 2
6687 8057 2
6335 8250 1
594 2564 3
7758 8149 1
7417 7895 1
5161 7845 3
6226 7574 1
5270 7205 1
2823 5519 2
2951 7798 3
2506 3632 2
4894 6549 3
4569 5866 1
3219 3675 2
2430 3866 1
2971 8002 3
4623 7902 3
8037 8082 3
2886 7863 3
3006 7200 2
5930 8055 3
6136 7710 1
7704 7914 3
1175 5614 3
1298 6746 1
5068 7164 1
6093 7984 2
6837 8115 3
2706 7982 2
1967 6691 3
426 2793 2
6417 7815 3
7707 7941 1
7028 8170 3
6200 8262 1
5719 7890 1
1137 4954 1
3423 7076 2
7305 7685 1
1245 7095 1
5346 7445 3
4950 7642 2
3801 4154 1
6881 7959 3
1084 4758 3
3836 5700 3
1785 3281 2
3381 6143 2
394 3717 1
6119 7263 3
4699 7620 1
8051 8258 1
5455 7778 3
4138 7012 3
6002 6243 1
6300 6375 1
8204 8245 2
543 2905 1
6529 6653 3
2764 3676 2
5616 7779 3
4713 7058 3
1834 5844 1
5038 5542 2
6072 7369 1
8 1056 2
585 5778 3
7825 8198 1
1583 4440 1
821 7502 2
7814 8241 1
4408 4501 1
3584 5072 1
6930 7230 2
5720 7537 1
6139 7262 3
1447 5894 1
5450 7123 3
1073 8070 1
2655 7519 2
6906 6945 2
4232 5309 2
2686 4781 2
2107 5339 1
637 7937 3
3432 5944 3
7742 7743 3
4756 7368 1
1805 6995 2
2405 2498 1
1613 8248 3
5524 7131 1
7204 8239 1
7355 8068 3
7318 7449 1
5084 8008 2
5230 7057 2
3070 4530 1
5669 8032 2
2112 3127 2
39 1893 1
6631 7725 3
2123 6280 2
4135 6064 3
6352 7034 1
600 1329 2
5548 7397 3
5947 6883 2
859 4359 3
136 4018 3
6051 7349 2
5724 6110 2
5322 7105 3
1048 5523 2
7787 7969 1
6862 7099 1
2445 5864 3
4201 7696 2
3855 5332 3
1478 2529 3
1892 6335 3
2728 7325 2
6165 8169 2
1597 3142 1
6989 7929 3
1101 4627 1
355 5334 3
4543 5900 2
268 1673 1
7781 8208 1
7288 7471 2
3925 6984 2
7951 8230 3
6948 7979 2
3056 7611 3
4347 5216 2
2309 5209 2
1638 6385 3
6126 7102 1
7973 8165 2
3908 4768 2
2952 7245 2
5960 6649 3
2475 6426 3
2408 6304 1
3965 5261 1
3642 7056 1
6034 7497 3
6725 8050 2
2449 5212 3
7643 8024 2
2533 8188 1
560 1368 3
3694 4641 1
6877 7479 3
2372 7782 1
2100 4621 1
6823 7985 3
835 6691 3
945 3894 2
7968 8168 3
4126 7116 2
1994 6527 3
5427 6664 2
3500 4017 3
8211 8248 3
5523 6072 2
3526 6337 3
3989 5942 2
5188 7863 1
4956 6603 1
4657 6662 2
39 192 1
794 5393 1
7805 8181 1
7013 7481 3
5665 5988 1
4936 6134 2
6512 6839 2
2292 6308 2
6834 6919 1
2975 5530 2
4885 7332 2
2484 4565 3
7095 7776 3
1408 6370 1
2606 4047 2
3613 6190 3
6252 6354 2
1595 4392 1
5805 7674 1
5023 7702 3
7967 8045 3
7655 8218 3
2496 4147 3
1147 7922 2
89 6579 1
2875 6436 3
4141 6718 2
5539 7802 3
1105 5249 2
834 2514 3
3919 4542 1
5072 7067 2
7874 7915 2
3046 3578 1
1673 6125 1
3520 7527 1
6256 7585 3
7529 7843 2
7872 8236 2
1869 7178 2
3179 3245 1
2110 7672 1
4210 5204 3
2091 8219 2
3249 4455 1
1218 1727 2
405 4461 2
2889 5194 3
7098 7830 1
843 2779 2
17 7471 2
2296 5349 2
7691 8147 1
5855 6766 3
1206 3522 3
3218 3234 1
3226 7639 2
6522 7228 3
4399 6176 2
1808 5519 2
4144 6945 2
8113 8192 3
4838 7174 1
7782 8069 1
6129 7333 1
632 4855 1
114 6959 2
6668 6984 1
4500 8182 2
7550 7632 3
6618 7768 3
1505 5191 3
581 4033 2
5085 7962 2
185 4009 3
2876 5137 3
1775 6695 3
3259 6357 2
3757 6220 3
632 6797 2
807 6263 2
3 6262 2
4471 4602 2
5917 8015 2
4443 7288 2
6740 7462 1
6954 7039 3
641 2306 3
2415 4694 3
1318 4451 2
7592 7976 2
7287 7852 2
6173 8062 3
1868 4876 3
4602 6132 2
633 4013 1
6276 7586 2
4488 6050 2
405 6967 3
882 5575 3
3912 5793 2
1224 5843 2
7153 7427 2
7168 7639 2
5924 7006 3
5548 6252 3
5675 7630 3
4555 4914 3
4344 7395 2
1500 2760 3
5633 6743 1
3976 5504 2
7112 7129 1
45 7809 3
4765 5235 1
7342 7375 3
6305 7394 3
3630 4232 1
7160 7612 2
7976 8162 3
330 4414 3
7426 7676 2
5028 7303 3
6541 8118 1
6083 7247 3
5310 8098 2
6494 7992 2
4354 7760 1
3205 5522 1
1171 5294 2
6190 7117 2
2835 6579 2
7654 7797 3
7218 7917 1
1551 2184 1
3647 4469 2
7530 7769 3
3515 5439 3
5762 6350 3
7774 8244 2
8057 8204 2
6725 7609 3
2288 3422 2
2401 6559 3
828 3601 3
1842 8264 1
1413 7896 3
4979 6635 2
5234 7919 1
3807 6807 2
7487 8125 3
7440 8051 1
2355 8027 3
4967 7021 1
1527 2862 2
2875 8166 2
5673 6725 3
6756 6954 3
6368 7029 3
1949 3728 1
5360 6747 2
4437 7047 3
742 3682 3
7455 7841 3
380 4148 2
1979 6656 2
7936 8185 1
4091 4558 2
742 3192 2
739 1101 2
3167 6267 3
682 7906 3
1565 7813 1
7445 8093 1
2852 6450 1
6768 8105 1
1099 6177 3
7772 8172 3
961 1870 1
3403 4135 1
1789 4790 2
5602 8065 1
445 6979 3
6845 7357 1
7831 8007 2
7060 7814 2
2587 6317 2
7222 7389 1
4840 5201 2
6561 6706 1
1827 7770 3
2421 4637 1
5084 5644 1
3477 7690 2
142 333 2
4935 7876 3
2030 8180 2
2762 4434 1
132 3833 3
4225 5798 3
5088 6786 3
1395 6619 1
2731 3518 3
2911 6010 3
6041 8199 2
7385 7736 2
4469 6862 2
1459 6870 1
3062 6581 1
4648 5663 1
1682 5542 1
3231 8121 1
6548 8201 2
5114 5735 2
8114 8207 1
2220 8263 3
7943 8068 3
5658 6518 2
1645 3519 1
3780 7881 3
5233 6071 2
6810 7920 2
4868 5247 3
4556 7360 1
2316 7171 1
8259 8259 1
8263 8264 3
3089 5916 3
4492 4683 3
652 2904 1
289 490 1
4949 8076 2
5269 6694 1
6072 6597 3
6612 8079 1
7056 7150 2
6421 6747 2
242 4404 1
2990 8234 1
820 2950 2
4977 7343 2
2196 7042 1
517 5262 1
6837 7724 1
4053 4598 3
1781 5817 2
7033 7648 2
1926 7319 2
6490 7230 3
5025 6385 2
4169 5521 2
5850 8000 3
4526 7066 1
2110 2382 1
990 3323 2
3368 6632 2
6892 7265 1
1198 7775 3
506 2792 1
2789 6842 3
5743 7745 3
232 3284 2
8028 8052 1
127 4605 2
1134 3199 3
1192 7059 2
5785 6184 3
6185 7193 2
6355 7661 3
262 3654 2
6405 7238 2
2789 8026 1
6529 6664 3
2416 7943 3
5988 6807 1
4551 6472 2
2401 4193 3
5241 6375 2
1871 4465 1
6925 8127 2
2796 3906 3
6736 7893 3
1993 6451 1
812 1291 3
7671 7898 1
1112 2941 1
1252 3509 3
3939 7885 2
1113 1475 3
665 7167 1
7056 7535 1
1901 4302 2
5181 5410 2
2411 6972 1
1633 6653 1
6223 7982 1
5309 6977 2
2344 4754 3
7074 8147 1
2499 6157 1
5875 7680 3
3018 4447 2
3564 7438 2
1404 3559 3
236 4414 3
6677 7708 2
1481 2946 1
4467 4988 2
3274 3924 3
3869 5066 1
6580 7463 2
5849 7529 1
6638 8016 2
3542 7220 2
849 3498 2
6227 7214 3
2895 6721 2
4098 4560 1
2490 5018 1
5167 5851 2
5080 7611 2
4100 5818 1
5035 6330 2
2383 6603 1
5062 5195 3
3824 7167 3
1196 2782 2
5296 7793 1
419 5435 2
5261 6641 1
915 3789 2
6021 6832 3
5304 6858 2
6078 6622 1
4380 5600 2
2667 3318 3
6370 6968 2
7000 8259 3
6445 8166 1
7968 8147 2
3672 7781 2
1565 7159 1
6483 6496 3
649 1440 3
5573 6649 1
2637 7553 3
3506 6724 2
5865 8074 1
3172 7084 3
2405 5798 1
968 5153 2
6755 7239 2
4353 4386 1
1271 6114 1
1882 2930 2
6955 7078 2
2258 7799 2
386 3821 1
2009 3976 3
3437 4804 2
1359 3271 2
5639 7004 1
6780 7720 2
3107 7949 2
5430 7364 3
4422 6420 1
2009 4723 3
5269 5668 3
5140 8060 2
4910 6941 3
4567 6923 2
5015 7808 3
3870 5862 3
1610 3169 3
643 3544 3
7341 7347 3
876 6599 3
4236 8226 3
4438 5580 1
6455 7267 1
2068 6080 1
686 2477 2
7846 8201 1
5223 6386 2
7457 7659 2
7109 7834 2
6325 6826 3
8176 8202 3
7644 7973 1
