88095 98148
48562 63880 1
52322 53578 3
15372 67873 3
59357 64331 1
6682 83970 2
44141 80047 3
71422 79743 1
66712 72183 1
55868 61450 3
77448 84303 3
45851 69006 3
79001 79707 3
30019 45553 1
4798 26271 3
81153 81887 3
57093 73713 1
75522 82807 3
41721 42090 1
4895 18917 1
75961 79068 2
76716 82908 2
42811 81709 1
28460 38930 2
73927 81079 2
16887 42309 1
63688 66612 2
44666 65753 3
65277 81854 2
5999 80097 2
2582 23802 3
29770 45561 3
86479 86725 2
22276 57405 2
63241 79087 1
74198 79259 1
49852 83003 3
3631 31470 1
39708 60158 1
73493 84883 2
32621 65351 1
66965 84760 1
5195 9586 1
4628 18066 1
2026 51371 1
8700 74969 3
68474 85088 1
26759 28956 2
81228 83031 2
64001 65598 3
85688 86304 2
73230 73391 2
66830 67606 3
35421 79984 2
65665 76851 2
30942 82207 3
63782 84090 3
34806 75425 2
30394 67507 1
3011 14614 2
33193 61147 1
37448 66421 1
58745 81851 3
20959 71091 3
57321 60628 2
86063 86349 3
38387 66931 3
51499 66401 3
34268 69581 1
72782 80700 2
50948 62325 1
42467 66470 3
14233 36715 3
71984 74583 1
44227 46723 3
65903 72078 2
32753 44136 2
26847 63308 1
51803 73898 2
71628 74837 3
2167 46197 3
23245 78004 1
72531 81944 3
12738 56852 3
62788 84310 2
73561 82198 1
31899 53243 3
85285 86716 3
2391 22723 2
44056 83372 1
33455 53097 1
48458 88091 1
43771 57817 2
49063 68647 3
67824 70602 1
34555 67107 1
58161 79547 3
55064 71380 2
23627 77833 3
4157 73649 2
74056 87898 2
52486 65494 2
87357 87561 2
76874 83073 3
28141 71771 1
12156 22211 2
38623 86947 1
18050 22174 1
50205 50854 3
83202 87914 3
57520 82207 2
68881 77617 1
26478 48262 2
46335 55707 2
56579 81416 1
66410 71930 2
3019 83916 1
73958 78530 3
73439 78486 3
24966 70522 2
26824 79087 3
30767 78754 3
85942 86630 1
39136 77222 3
85510 87761 2
41832 65323 1
21102 43672 2
74553 84087 1
19108 32411 2
28029 32363 2
86436 87262 1
69702 81306 3
58510 59190 1
40704 65579 3
65353 85866 1
40855 43169 2
43080 61715 3
76555 82410 3
318 11210 1
72634 79482 1
5358 85502 2
8175 26006 1
54624 79395 2
81912 85217 1
28055 70760 1
52970 77407 1
25824 72021 1
36245 74007 2
83030 86542 3
71939 76094 2
1125 72295 1
64188 78687 1
29586 70548 1
19255 38201 2
42150 42372 2
61511 83019 3
1549 68743 2
36766 41967 1
23297 64175 1
9578 13229 1
20657 64017 1
26059 36831 3
34092 38277 2
82097 85472 1
3195 5952 2
44371 86014 1
17112 84136 3
1632 22055 2
38732 72145 3
13964 42664 3
41530 63655 3
30815 46508 2
27456 34491 3
84029 87213 1
60958 75733 2
30136 53805 1
59479 62926 1
20032 61218 1
24961 55389 3
27774 70078 1
46561 47932 3
14054 40992 2
43624 87523 3
32277 47878 2
85388 85437 2
33936 84815 2
38946 64368 3
55125 73112 2
32563 55958 2
25835 85607 3
71538 73884 2
77693 79113 2
72514 85175 1
46639 77703 2
67596 81265 1
15153 17998 3
76064 83108 3
23088 72469 3
58481 58936 1
8094 78824 2
70733 82723 2
8612 28758 2
38828 48386 3
30089 60098 1
63999 75881 3
59646 64524 3
39285 54221 3
8768 77187 2
68209 81558 2
54166 84381 1
36989 36991 2
47401 64589 3
13226 70435 2
74519 84045 1
61142 86251 2
48398 55878 3
67858 85417 1
3508 43967 2
58317 66668 1
53441 60085 1
87003 87289 3
10127 40142 1
25420 57935 2
39396 83806 3
69027 80768 1
62358 83256 1
13555 44455 3
18916 85054 3
32315 85482 3
39999 55892 3
3865 65007 3
43123 75236 3
69066 86624 1
11077 49824 2
69629 87385 2
20877 84270 2
37493 84734 2
80648 85783 1
69610 77828 1
55752 68592 3
27832 81750 1
48152 85920 2
69730 74774 2
58882 74806 2
3851 76409 3
49787 65142 1
42017 46267 3
16842 60490 1
14257 62197 2
52590 87637 3
35582 79926 3
67442 84320 1
63804 83880 2
35006 68549 1
16592 28478 1
71668 80494 3
84946 86070 1
41242 63620 3
25153 86311 1
26698 47360 1
15883 69296 2
76464 84043 2
83180 86277 3
36792 37694 1
52239 69556 3
54775 57369 2
40750 58488 1
28728 47100 1
50394 80829 3
40426 46293 3
13998 30777 2
66158 87845 2
52585 58556 3
29206 58494 1
71311 77228 3
79484 87728 1
37515 71255 1
12314 49028 3
84553 85556 1
20013 70977 1
53426 66356 3
28224 72046 2
79611 85535 2
30076 47161 1
6953 86565 2
76864 80421 3
20021 48962 2
84028 86086 1
16472 18655 2
16279 61539 2
62825 71504 3
44144 54241 3
29800 31656 1
28594 69864 1
42815 58805 1
25572 36898 1
71241 86592 3
78458 82281 2
32513 38275 1
26196 34671 1
51100 64002 1
5777 66622 1
44746 84320 1
24856 81039 3
43782 70663 2
53125 70567 2
17247 58011 3
61054 67924 1
4382 25989 3
56300 62619 2
11207 20393 1
25872 41209 2
40400 68763 1
28924 62349 3
18774 49602 1
67333 82370 3
73075 81449 1
78610 84356 2
48793 65066 1
38116 78596 3
84970 85496 3
14668 82749 1
51716 62580 1
46373 75378 2
46076 78845 2
87150 87843 1
36756 87889 3
45324 68683 3
51643 56701 1
8687 24931 3
12805 86830 1
81953 82654 1
1321 68883 1
8326 31905 2
51681 52585 3
5399 24535 1
1520 3790 1
56750 86100 2
68049 78107 1
75885 82754 2
12349 47059 2
57370 65814 1
28503 38247 3
24008 50372 1
2659 12483 2
84993 87994 1
45145 51475 1
18208 57899 1
13507 35331 1
24935 73844 3
83107 86124 2
22338 59896 3
20480 28473 1
2109 26964 3
15729 56106 1
9304 10791 3
17133 78722 3
57657 70651 2
38158 56270 3
86074 86187 1
24539 40941 3
91 29921 1
83384 84768 3
28278 85306 1
6909 28495 1
51759 87244 2
64801 80190 1
57513 74063 1
28908 81673 3
34890 65780 1
4834 10754 1
20097 58393 1
87024 87895 2
11797 52635 3
67337 77827 2
71736 73082 1
59036 76887 3
79837 82796 2
38989 57665 3
25576 78131 1
5348 5782 3
64669 65752 1
71412 81151 1
26077 34032 3
52352 53874 1
72773 73743 1
5404 68011 3
6543 73474 2
30041 87507 1
75142 84900 1
33710 60604 2
1648 9137 1
7743 37541 3
36670 69483 3
75460 85935 1
80331 84713 1
65263 73739 2
47703 67552 2
53076 70169 3
35386 45383 1
31480 58506 1
79320 81401 2
63204 65636 2
83781 86591 2
66738 74129 3
53897 68467 1
38604 52224 1
20327 34563 1
2997 49365 2
63676 68956 2
84757 87563 3
53980 84964 1
39868 82575 1
40845 83464 1
31631 54368 3
66518 68760 1
19304 50294 2
25622 67374 3
14917 60816 1
53573 64978 1
86900 87336 1
54913 70214 3
35490 52014 1
59912 72099 3
77447 80648 2
81172 84287 3
34194 59990 3
6031 19571 1
22971 65467 3
41980 78812 2
83221 87642 1
63778 73303 2
37867 73365 1
64536 82764 3
24044 34626 1
31767 54293 3
38692 85032 1
13436 71690 2
32038 72419 3
1655 8067 2
38740 56998 3
6098 42750 2
35393 68928 1
67900 71448 2
18739 54191 2
60896 61370 3
21142 59165 3
43160 68822 2
39974 73957 2
84458 85814 2
80982 84763 2
70191 83935 3
82077 84586 2
6093 74196 2
85517 86616 1
25329 75885 3
53531 78025 1
87865 87900 1
56310 74770 3
74628 87353 1
1960 62671 1
55283 80382 1
45774 82704 2
70412 87307 2
17065 60199 3
2836 13868 1
373 45583 2
60275 77360 1
27115 42571 3
59910 68350 1
25118 29780 1
52227 57328 1
8461 18660 1
15264 66520 2
73648 78407 1
33581 46400 3
20492 78633 2
26858 32695 2
37594 81685 1
76348 81044 1
82116 85038 3
25225 81780 3
27039 70270 1
67760 75961 3
8209 12374 1
59042 77752 2
51912 81224 3
73844 82533 3
8887 37771 3
16897 28142 1
56085 78458 1
22552 82251 3
26642 46111 1
24273 72030 1
14063 55795 3
32145 70557 1
3868 66322 2
26271 50041 1
22140 80464 1
61394 78614 3
42253 83607 3
12916 42528 1
15371 68962 1
51469 77736 1
47895 77053 1
61827 61879 1
24070 79533 3
56210 78508 1
28561 44854 3
19924 69656 3
77852 87416 2
5623 5965 1
27490 36506 1
77636 80113 2
12173 77876 1
36482 84001 3
67761 72378 1
38074 55583 2
41892 67350 2
32828 41973 2
42196 65040 3
69421 81227 3
16287 72298 3
29209 34445 1
72756 79133 1
63338 70548 2
85002 85043 3
84284 87546 1
46133 68833 1
9085 62644 3
6275 55158 1
53938 67364 1
43508 54043 2
5732 68004 1
33552 82187 1
41861 70703 3
34375 61502 2
77562 84930 1
64959 68377 1
77124 87919 2
87727 87861 2
17300 66373 3
32611 34408 2
77506 84791 2
29816 56991 1
74431 87020 1
15644 31987 2
2736 78790 2
73438 79001 2
61309 68679 3
79451 84197 3
63609 76168 2
28062 56737 3
1939 56078 2
68438 70440 3
46472 67245 2
67900 86675 2
74452 79176 3
41162 53932 1
40842 45085 2
50893 60758 1
26622 44608 2
54034 86792 2
58623 70310 2
72912 76528 3
47773 70864 3
51792 62507 3
74744 82753 3
35776 54468 1
82800 83528 3
29648 36567 1
55987 78879 3
26680 29404 1
81106 82670 3
20037 35803 1
63077 65051 1
55306 78962 1
32886 65318 1
25419 81429 2
13187 80938 2
28647 29289 3
77182 84385 1
85803 87063 3
18859 26044 1
74676 78483 2
17177 87134 3
27075 78330 1
76627 84660 2
9552 55704 2
63983 84418 3
18831 28135 3
28029 71499 3
62655 63039 2
35682 77357 3
68151 71847 2
71882 79642 3
55889 60536 3
65702 86515 3
14335 15052 1
35332 55228 3
44592 86203 2
82076 87637 2
15017 80420 3
11539 77736 3
42855 65093 1
81151 86673 2
19741 78763 3
4583 34372 2
57408 86739 2
29543 82833 3
53754 86538 2
81842 83961 1
2506 44501 3
35875 37783 3
55032 55676 1
77191 79927 3
63478 72154 1
76242 82403 1
87009 87441 2
47467 87541 1
33199 59448 2
31219 63359 3
2675 64144 3
44751 55944 1
78922 82714 1
71430 77677 1
14616 50423 1
11991 77499 2
45986 51038 2
84459 86284 3
37023 62858 2
74326 82550 3
78376 86503 3
80605 83888 1
54337 79824 1
5511 8583 3
37002 62766 3
9520 56948 3
40108 63056 2
33985 67217 1
41027 45307 2
26192 35379 3
54605 80717 1
46721 51582 3
31011 58163 3
86603 86757 1
29825 53057 2
25405 75245 3
80538 82268 1
14710 81427 2
41971 67161 3
82794 86660 2
5349 5500 1
56857 67522 2
47891 61855 2
48672 72178 2
40903 60647 2
15963 19282 1
84085 87832 3
57409 58332 2
61642 61846 2
30776 77471 1
38257 82047 3
56723 70224 3
43186 66988 2
83763 83765 3
60676 67923 1
4471 60044 2
73737 79500 1
7937 11571 3
15614 76628 1
85073 85414 2
13356 40182 1
13166 34606 2
45984 64996 3
59593 87456 2
41464 61325 3
86081 87733 1
40846 63639 1
44061 56420 2
55566 72306 1
49347 82399 1
31473 80396 2
38819 72398 2
65279 71161 2
11957 43919 1
87189 87401 2
36036 69450 2
43743 71854 2
55671 69940 3
21887 40110 2
48307 82972 2
47111 68310 3
72647 83026 2
42186 87741 1
31409 69252 1
24432 72555 1
74211 74356 2
67062 70030 2
12989 74375 3
20053 68679 3
10008 57152 1
5644 49019 2
37885 63107 3
5762 23612 1
17174 22198 1
7484 50563 3
50990 81691 3
72868 81289 2
19478 69028 2
86024 86557 2
83581 87844 3
7346 85326 1
26835 84275 2
63297 77171 3
5046 13369 3
10182 31618 1
12187 86854 1
72015 81174 3
5267 82166 3
18686 51863 1
4001 77843 3
68811 74985 3
28244 86753 2
27273 70531 1
63551 83183 2
14255 44165 3
77819 79938 2
65099 67364 2
15142 43442 1
19054 57960 1
62339 75393 3
41780 54288 2
83259 87635 2
77945 78559 1
32830 68845 1
56712 70879 1
7039 71885 1
17907 73834 1
6259 11213 2
58490 68704 1
54168 79130 3
19879 75575 3
7290 37659 3
13058 53315 1
28163 63630 2
13072 85544 3
58583 72458 2
19483 58283 2
48837 65202 1
59030 75337 2
78786 87015 3
81501 83435 1
25928 62303 3
31578 57005 1
12673 69907 2
59682 77805 3
85644 87481 2
50431 51747 2
50566 73418 2
27498 36442 1
43826 65649 3
13875 39403 2
58258 80237 1
32730 50935 1
44428 60186 1
15033 52032 3
47050 50172 2
2033 76177 3
72378 87276 2
28228 39558 1
48546 67699 3
65267 76770 2
86218 86950 3
1085 77082 2
61527 77546 1
39994 47409 3
28192 87847 2
69964 81442 1
33280 82967 3
57423 57888 3
14533 73619 1
85931 87648 2
8745 63968 3
76653 86746 1
17677 70803 1
12562 58248 2
27569 53713 2
15133 26185 2
33488 75548 1
72241 85933 3
64715 79159 3
7917 66441 2
48492 83973 2
48799 65909 2
51031 81282 3
5329 79056 3
39835 80301 3
79312 84234 2
43181 69802 2
79208 81556 1
69467 72920 1
77347 86492 1
1703 5676 3
50816 59227 1
28366 53375 3
84328 87374 1
59108 59340 3
76905 78732 1
75772 77670 1
83015 83838 3
65626 80413 3
59241 72599 3
37059 72656 1
41291 59319 2
54900 54991 3
38717 84525 3
15781 55631 3
52512 68073 3
20196 31838 1
79033 84805 2
21752 59857 1
22635 34069 2
73515 84335 3
49642 86814 2
83196 86454 1
83974 87203 1
20954 32137 1
67725 76132 1
48315 80583 2
23731 58038 2
78847 80936 2
76719 77581 3
52513 81618 1
28080 66739 3
58284 67165 2
64081 85399 3
5941 59498 3
30162 34792 2
87180 88043 3
16887 17896 3
25816 39365 2
73815 75807 3
70825 73029 2
3291 43544 3
32997 86977 1
69892 73303 2
65449 65956 1
74334 84599 1
55451 79038 2
80972 81954 3
41504 82757 1
19179 61326 2
31073 33052 3
57236 74916 2
35313 84026 3
59477 68625 2
33196 56963 1
7700 48556 1
65097 76455 2
64185 68097 2
72097 78612 1
30470 74556 3
70180 86462 1
18879 49818 2
70835 86284 3
34330 67600 2
18273 24870 1
375 13342 2
63393 78568 1
48726 49482 2
36746 55980 3
69663 87078 2
53682 64486 1
26821 34958 1
68344 71632 3
2491 36644 2
54711 87467 1
80094 81466 2
51760 78796 2
32263 74472 2
36912 42325 2
66403 71757 2
20243 45921 2
69610 87040 2
54721 86286 3
66937 67537 2
16290 68954 1
1786 58040 1
30311 68911 3
12998 37407 1
76722 86306 3
45896 63244 2
15771 64648 2
45296 73129 1
22205 26337 3
47839 51935 1
65941 74273 3
63167 84681 1
32624 34696 3
45663 68170 2
75041 76756 1
72006 75037 2
71491 75840 3
54929 82184 1
45550 49397 2
1163 50324 2
33403 79943 2
71707 82453 3
66993 75607 3
86609 87342 2
47524 61139 2
22931 35501 2
57164 64434 1
39146 55397 1
13521 63277 1
64359 65148 2
47331 48703 3
53834 82490 2
88020 88028 2
20054 39059 1
48308 83934 3
57968 59728 1
39653 63417 3
26941 48234 3
68697 72144 2
26936 74435 3
55379 69258 3
75573 84765 1
46920 81120 1
67196 70041 3
10685 77796 3
61175 86434 1
38886 74565 2
7516 39170 3
1692 75655 2
23802 59566 3
82304 86144 3
83319 84128 1
85935 87843 2
58071 66383 1
17255 69545 3
48405 55025 1
16431 58098 3
78699 87954 3
12851 17047 3
13569 22169 2
12392 45247 3
26987 44578 1
60791 62973 2
54954 64808 1
72728 83396 3
71127 78748 1
46460 62731 2
47626 52174 3
85927 87334 3
30739 36397 1
33689 56106 3
60999 65930 1
26278 49385 3
49226 53231 1
48347 58825 3
12228 63190 2
56724 73561 1
30660 47478 3
70004 80235 1
4284 68565 1
58467 86409 3
56478 61948 1
14964 24406 1
65154 85610 1
63641 64949 2
4454 7598 1
27210 68977 3
76719 77962 2
57363 64549 1
37114 78392 3
73450 77332 1
87753 87991 1
14907 67669 2
48621 51358 2
16097 78647 1
19443 22723 1
51339 61588 1
64261 72386 3
22767 58299 2
71932 79517 1
16296 55591 1
61272 82752 1
71788 79683 2
32784 69975 3
21786 63096 2
47794 63541 2
29748 73118 3
20861 54521 2
31010 60084 1
24510 26707 1
70943 87936 2
74359 75963 2
31899 64305 1
72575 84375 2
44291 52615 3
19056 80395 2
30207 53928 3
32274 85621 1
81007 82391 2
69989 83657 3
6366 70032 2
15286 35654 1
11703 29940 3
13095 62808 1
32136 78025 3
11913 38384 3
63085 84198 2
12244 59801 2
73566 84721 1
2854 12617 3
54620 81469 3
84737 85683 2
62718 69946 1
53270 84496 3
86418 87017 3
53996 63105 1
83917 85541 2
79910 87401 3
846 48014 2
12227 67396 2
15727 56750 2
87733 87835 2
14676 60455 2
3132 6757 1
80818 88056 3
51304 62540 2
47901 75274 2
20901 53234 3
71801 81172 3
41708 59941 2
8586 51668 3
87893 88051 3
42513 79733 3
9502 53479 1
85631 85978 3
87008 87562 1
55390 58065 3
26807 57049 1
5596 51051 2
25427 63169 1
18988 21587 1
51018 85898 1
86693 87950 2
57984 82278 3
44036 50814 2
74734 83618 1
86397 87609 1
11029 15434 1
44753 48098 1
43896 76008 3
62076 81668 3
58092 73267 3
17538 23092 1
71870 85899 3
63581 81507 1
40884 86371 3
21981 29250 1
39158 51684 3
21111 34980 1
57060 70134 2
66330 67264 2
60291 75733 3
25050 83515 1
31611 42554 1
62119 83900 3
65104 66269 2
22125 62449 3
50228 73261 2
6264 33669 2
88091 88092 1
34612 63140 3
39645 55456 3
28220 31970 2
37852 40801 3
2086 49071 1
46223 71724 3
61749 63892 3
57309 61020 1
74728 86307 1
61191 76694 1
31875 49972 1
63859 78772 3
50171 80952 1
80670 84731 1
10045 16616 2
37297 41832 1
61150 70011 2
41909 74472 3
59518 61272 3
18467 31609 1
16561 29219 3
73029 77670 1
48841 81555 3
2086 76458 1
10934 53239 2
58395 74135 1
38915 58608 2
23531 52332 3
61248 80391 1
47452 81031 1
68746 68873 3
6439 52039 3
81302 83581 2
68623 85611 1
4381 83736 1
29888 34780 1
2957 87158 2
16029 82263 3
65496 71687 3
34451 38734 1
77135 83651 3
77322 87511 1
78661 87879 1
10606 34847 1
10208 63542 3
83882 86276 2
39362 47124 3
63090 87310 1
45795 68840 2
11429 84424 2
58797 61186 1
15689 20466 2
31879 70736 1
86660 87847 2
34894 53965 2
20456 71490 2
61860 76837 1
59541 65512 2
29875 45448 3
20436 42298 3
59809 85292 3
47692 69732 2
28709 40107 2
26794 55682 1
72906 73509 3
26534 58927 3
83978 84962 1
41792 52460 2
6204 69131 3
2942 42149 1
78819 79985 1
77772 87626 3
17973 63237 3
87266 87764 2
75641 80552 1
48151 73990 2
229 63280 1
73559 74522 1
48691 80596 1
13013 69316 1
49975 73748 3
6311 16256 3
70996 74061 1
42218 51884 3
49406 78826 1
48435 78864 2
39787 55429 1
5726 49774 3
39817 75549 2
86335 88037 2
41372 57958 3
86334 86761 3
64946 69184 3
44756 50647 1
5297 38748 2
44580 75538 3
52022 79933 2
14386 39482 2
69723 77352 2
84038 85206 1
53158 66315 3
66187 77032 1
36226 56503 1
27546 42725 1
6935 12827 3
50097 62170 2
22519 38103 3
32752 74684 2
72409 87988 2
46194 63773 3
6018 57348 1
74735 85430 3
82499 86022 1
82379 86294 1
76948 84575 1
68438 79905 1
5632 21579 2
22166 34761 3
86255 87872 3
27099 34815 2
49796 84079 1
48805 84311 1
56093 68630 3
52404 78653 2
45760 78441 2
71209 75671 3
8360 59433 3
14112 15497 1
86715 87902 3
43010 84195 3
79926 81663 3
54544 81620 1
84139 84668 2
75117 77910 3
1425 26979 2
6956 83805 2
76185 84136 1
60575 62779 3
1134 63997 1
18319 25248 3
73953 87317 3
15335 63120 2
82363 84521 1
9883 70659 2
3889 78503 2
2652 69154 2
86257 86607 2
3597 33174 1
80264 83802 3
63943 86380 3
32994 46697 1
48110 77134 1
41973 46548 1
40225 41835 3
66711 85029 3
3446 8402 1
30860 77610 1
81392 87523 3
34206 83634 1
76103 76751 3
46407 46633 2
34135 81457 2
33991 79160 3
9269 33371 3
9168 50915 1
42750 75460 1
53975 82039 1
25147 58377 2
43505 60251 1
84129 85439 2
11072 33225 3
77947 80454 3
36393 85064 3
64870 78681 1
78188 87775 1
60359 84389 1
55764 62749 2
46071 83758 1
61179 86593 1
80066 87117 1
14692 84959 3
69104 75451 2
57255 71104 1
38786 64637 3
79406 82936 2
82186 83996 3
35023 53333 2
83045 84951 1
34433 74205 2
27902 43553 2
73142 87819 1
29118 66681 1
67283 87602 2
2785 57372 2
6441 46000 1
57050 85561 2
46854 73217 3
22126 60601 1
73858 80610 2
19361 84177 2
57735 76936 2
63757 72017 3
84228 85041 3
4075 8598 2
18807 55673 3
63138 77552 1
32908 77648 1
76981 80882 2
84054 87970 1
39836 43491 2
47157 67008 3
14029 27667 2
83997 85112 3
33285 70554 3
12163 60668 2
44827 65202 2
68533 85277 3
19990 82006 2
80721 83478 3
8534 28931 2
37708 68989 1
84364 86778 3
65405 84667 2
78780 83912 1
66340 68581 2
87328 87412 2
87861 88026 2
36853 63461 1
24645 77472 3
9964 62647 3
74273 79298 3
71802 72214 3
3827 25396 1
27895 38581 3
38807 69270 3
20879 30214 1
83600 87486 2
32843 45757 2
38438 79793 3
69962 70124 1
57063 67677 2
15818 22142 2
45462 57484 2
76852 87206 1
44955 54400 2
66833 70301 1
20562 48773 3
1817 27523 1
71356 86432 1
52503 63562 3
59962 81927 2
11335 80641 1
16810 54986 2
48896 86704 2
36743 37171 2
72394 85289 3
49869 52229 3
28731 56563 2
69824 72315 3
35598 79421 3
13691 26181 2
9165 54510 1
266 74286 1
85636 87451 3
25023 47719 1
26864 27123 2
70261 84859 1
53171 63264 3
9734 50398 1
86840 88007 2
2211 83688 3
72200 80398 2
33989 49498 3
54421 60555 3
62345 72390 3
63414 66567 1
70743 86850 1
29733 72527 2
42373 53238 2
34708 79387 1
77943 82058 2
81792 85686 1
56095 65606 3
32236 78817 3
78820 87665 1
57319 66314 2
38539 56408 1
44954 51560 3
35665 78081 2
75557 78365 2
18776 20165 3
20083 32717 1
51691 71941 1
84401 87075 1
5120 25496 3
49941 72110 2
75206 75256 2
85966 87816 2
27814 67323 2
73197 87781 1
70553 81596 1
73571 85502 1
8799 78385 2
48955 87263 1
35723 51353 3
19193 43647 1
41795 71340 1
10222 56185 1
27709 63705 2
19104 70724 2
63180 74586 2
68757 72600 3
5585 47768 3
56774 82855 1
44211 71828 3
39335 56863 3
69146 84332 3
30261 83783 3
43784 52705 2
46083 79886 2
19422 69226 2
35981 43595 3
34856 55982 2
41119 53084 1
18215 39594 2
46342 50383 3
64113 83681 3
54556 69803 3
7938 78536 3
44587 85130 3
61377 81980 2
46207 53341 3
53365 58766 3
63936 69301 2
53235 76984 1
46223 59678 2
45578 83239 1
43108 62212 2
33557 34099 1
34904 35053 2
35113 71296 1
9417 55410 1
72556 72798 1
12485 28719 3
16160 25021 3
29619 41219 3
14401 72747 1
55114 76312 1
69853 77373 1
32587 56011 3
8670 71779 3
65883 69975 1
48576 49473 1
3103 4044 2
79695 87913 2
34250 87122 2
81125 87231 1
53160 84924 3
34998 46505 2
38432 51861 1
15632 62295 1
7053 81553 3
12070 29343 3
24723 33213 2
78917 79306 2
69192 82560 3
40538 46737 1
36684 39396 1
28430 84107 3
39514 39679 2
84119 87480 3
68341 74314 1
14673 45468 1
35372 45873 3
50439 78228 1
54991 85619 3
9123 17129 2
52499 60792 3
25423 51439 1
29487 54481 3
5390 12983 1
2738 30780 3
8904 17233 3
76175 77185 3
9456 42097 2
46156 67860 2
26025 81885 2
48166 65260 2
63182 78391 3
11638 76126 3
11593 86665 1
18019 70969 3
59419 85478 2
69872 79839 3
29303 63793 1
36860 79662 1
58053 63903 1
83561 84010 1
47973 76211 2
73578 86537 3
60334 78021 3
1314 14906 3
16456 70983 3
81483 82636 1
47681 54635 1
15651 82158 1
30263 72808 1
38640 44493 3
34163 35266 2
58608 82739 3
85726 87004 1
40269 82206 2
72003 73577 1
17581 71361 3
8040 30189 3
3702 81203 2
14719 82125 2
73222 85655 1
8841 51298 2
48961 50168 2
71882 82829 1
57366 62248 2
83055 84720 1
6080 38606 3
27548 71610 2
87667 88078 3
65252 84462 2
34233 45047 2
67254 87221 2
14420 51900 2
6319 9204 1
43212 69310 2
54398 80667 1
82668 84140 1
30041 85613 1
29989 62702 2
41046 50591 3
40051 79285 3
70912 85894 2
47959 70641 2
8298 19530 3
23970 39357 1
28131 60174 3
4820 43664 2
27510 62844 3
13390 20146 2
41295 62112 3
87531 87837 2
62218 69175 3
26246 62547 1
29841 57903 2
52258 75955 1
9385 57451 1
74246 87137 2
70812 77990 3
8672 64840 2
37405 45300 3
19086 36863 2
2938 61431 2
39785 70891 3
10803 75602 1
11404 37371 3
13769 63742 3
54149 70141 1
22377 66285 1
12388 43263 3
66422 87287 2
84832 85994 1
4626 63584 2
18237 21791 1
59435 68218 2
84985 87001 2
67261 68573 3
45813 77145 3
35434 71147 2
52634 61995 1
87165 87497 3
66730 82901 1
28522 52166 2
67185 77952 3
26447 75417 2
24536 81274 1
59311 73247 3
31554 43254 2
34823 45486 1
67566 67724 1
16367 81754 3
31157 52428 2
2691 16825 3
20744 78010 2
37367 81641 2
14937 67254 1
52989 84702 3
47378 73260 3
47239 82119 3
66812 70307 1
65217 83734 3
29922 80058 3
29488 53159 2
16515 55431 2
10417 84206 2
17912 69760 3
83307 86996 2
25720 33497 3
33193 42131 3
30538 87455 3
41668 77222 1
37031 39608 1
80383 85285 3
60248 64993 3
42512 78315 2
8543 22934 2
60284 75950 3
79503 79528 1
34844 36971 2
10333 87311 1
87020 87826 1
52361 61258 1
54887 70930 2
9557 47151 1
49362 72775 3
5844 49334 1
85727 87290 1
60455 64244 2
5067 74613 2
32251 78139 1
41883 84534 1
65493 66267 1
48076 85203 2
69170 71662 2
23678 33552 2
65205 69205 2
54519 67991 3
44620 54043 2
30088 46808 1
85303 87037 3
15761 50364 3
12582 85712 1
60102 74612 3
39994 47371 1
81506 82314 3
40619 83265 1
11167 70585 2
63478 69101 2
45170 81828 2
65758 72986 2
87787 87949 1
8838 68924 2
35893 83563 1
11172 62366 3
80412 85899 2
42700 47101 2
30482 43129 1
35255 55166 2
5326 14075 2
24770 28227 3
86705 87965 2
86864 87539 1
37215 74634 3
52680 87063 1
42525 46203 3
85849 86078 2
23782 25333 1
33117 57395 1
52550 72631 1
3462 8848 2
86619 86879 2
78669 85667 1
21295 72109 1
80233 81153 3
8430 26693 1
70728 77042 3
13842 52689 3
21508 22902 3
34337 47629 2
54119 55368 1
28941 87108 1
8678 19289 2
52189 75273 3
7850 36438 2
22813 74341 2
69676 75626 3
85684 87127 2
57203 83802 2
60095 84089 1
24594 87694 1
20195 59734 2
76140 87357 1
85515 87491 1
58964 87421 2
67508 70855 2
22939 36570 2
38077 80794 2
3144 58776 3
51299 55226 2
24895 75564 3
24570 43671 2
11722 20714 3
82607 85467 3
27584 84677 3
36520 48867 2
27924 31140 2
70139 86116 3
32392 62268 3
57213 80970 1
36359 66734 1
27031 76021 1
68068 87039 3
41722 47251 2
61881 74106 1
55964 76813 3
56121 66027 2
26985 58155 2
13663 35181 2
10466 33436 3
28959 36419 1
72788 74259 2
5257 83619 3
71633 86148 2
87046 87699 3
10330 15008 2
38275 49992 3
46975 67506 2
9764 22334 1
10481 40259 1
86832 87508 1
15599 45999 2
35058 72608 3
9943 39915 3
7676 77144 1
26916 45406 2
77795 84467 1
44368 48009 1
71152 73370 2
74361 77581 1
13733 22397 2
6598 8318 3
51204 55631 1
54821 59680 1
6510 87093 2
54255 73198 1
86543 87482 2
47112 52624 2
64447 67905 1
28731 87389 3
60743 62359 1
53118 87252 3
42431 72906 1
10368 15668 2
15712 22214 3
54050 85363 1
44980 87373 1
18035 47488 3
5372 52505 2
36415 68949 2
17305 61909 1
22493 29107 1
6958 73554 2
70659 78659 2
87908 88025 1
22516 58280 3
23736 26963 1
47872 52545 1
13467 38254 3
59817 60382 2
48532 86915 3
45165 82547 3
23430 35479 2
65097 87036 3
310 67592 3
32755 46402 2
73028 80529 3
47557 78946 3
32075 52384 2
